05/30-19:09:10.917356  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
01/02-19:13:15.067505  [**] [1:2016144:2] ET CURRENT_EVENTS Injected iframe leading to Redkit Jan 02 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1031
01/02-19:13:15.067505  [**] [1:2016297:3] ET CURRENT_EVENTS Malicious iframe [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1031
01/02-19:13:14.996562  [**] [1:2016210:1] ET CURRENT_EVENTS Redkit Exploit Kit Three Numerical Character Naming Convention PDF Request [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1041 -> 109.74.202.254:80
01/02-19:13:15.497874  [**] [1:2016144:2] ET CURRENT_EVENTS Injected iframe leading to Redkit Jan 02 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1032
01/02-19:13:15.497874  [**] [1:2016297:3] ET CURRENT_EVENTS Malicious iframe [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1032
01/02-19:13:15.390408  [**] [1:2011507:6] ET WEB_CLIENT PDF With Embedded File [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.74.202.254:80 -> 192.168.98.10:1041
01/02-19:13:15.706056  [**] [1:2016144:2] ET CURRENT_EVENTS Injected iframe leading to Redkit Jan 02 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1031
01/02-19:13:15.706056  [**] [1:2016297:3] ET CURRENT_EVENTS Malicious iframe [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1031
01/02-19:13:15.952190  [**] [1:2016144:2] ET CURRENT_EVENTS Injected iframe leading to Redkit Jan 02 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1032
01/02-19:13:15.952190  [**] [1:2016297:3] ET CURRENT_EVENTS Malicious iframe [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1032
01/02-19:13:16.141277  [**] [1:2016144:2] ET CURRENT_EVENTS Injected iframe leading to Redkit Jan 02 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1032
01/02-19:13:16.141277  [**] [1:2016297:3] ET CURRENT_EVENTS Malicious iframe [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1032
01/02-19:13:16.086194  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1046 -> 109.74.202.254:80
01/02-19:13:16.086194  [**] [1:2015929:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (2) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1046 -> 109.74.202.254:80
01/02-19:13:16.086194  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1046 -> 109.74.202.254:80
01/02-19:13:16.086194  [**] [1:2015989:1] ET CURRENT_EVENTS RedKit - Potential Java Exploit Requested - 3 digit jar [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1046 -> 109.74.202.254:80
01/02-19:13:16.089212  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:16.089212  [**] [1:2015928:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:16.089212  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:16.089212  [**] [1:2015989:1] ET CURRENT_EVENTS RedKit - Potential Java Exploit Requested - 3 digit jar [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:16.344435  [**] [1:2016144:2] ET CURRENT_EVENTS Injected iframe leading to Redkit Jan 02 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1031
01/02-19:13:16.344435  [**] [1:2016297:3] ET CURRENT_EVENTS Malicious iframe [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1031
01/02-19:13:16.467435  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:16.467435  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:16.467435  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:16.467435  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:16.467435  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:16.505819  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.98.10:1036 -> 239.255.255.250:1900
01/02-19:13:16.820057  [**] [1:2015928:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:16.820057  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:16.820057  [**] [1:2015989:1] ET CURRENT_EVENTS RedKit - Potential Java Exploit Requested - 3 digit jar [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:16.855432  [**] [1:2015929:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (2) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1046 -> 109.74.202.254:80
01/02-19:13:16.855432  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1046 -> 109.74.202.254:80
01/02-19:13:16.855432  [**] [1:2015989:1] ET CURRENT_EVENTS RedKit - Potential Java Exploit Requested - 3 digit jar [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1046 -> 109.74.202.254:80
01/02-19:13:17.203155  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:17.203155  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:17.203155  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:17.203155  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:17.203155  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:17.236977  [**] [1:2016250:5] ET CURRENT_EVENTS Redkit Class Request (2) [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1046 -> 109.74.202.254:80
01/02-19:13:17.339329  [**] [1:2016144:2] ET CURRENT_EVENTS Injected iframe leading to Redkit Jan 02 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1049
01/02-19:13:17.339329  [**] [1:2016297:3] ET CURRENT_EVENTS Malicious iframe [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 82.146.59.87:80 -> 192.168.98.10:1049
01/02-19:13:17.353693  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 82.146.59.87:80 -> 192.168.98.10:1032
01/02-19:13:17.278409  [**] [1:2015928:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:17.278409  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:17.278409  [**] [1:2015989:1] ET CURRENT_EVENTS RedKit - Potential Java Exploit Requested - 3 digit jar [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:17.688462  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:17.688462  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:17.688462  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:17.688462  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:17.688462  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:18.149975  [**] [1:2015928:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:18.149975  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:18.149975  [**] [1:2015989:1] ET CURRENT_EVENTS RedKit - Potential Java Exploit Requested - 3 digit jar [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:18.601043  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:18.601043  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:18.601043  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:18.601043  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:18.601043  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1045
01/02-19:13:19.089170  [**] [1:2015930:1] ET CURRENT_EVENTS RedKit Exploit Kit Vulnerable Java Payload Request URI (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:19.089170  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:19.089170  [**] [1:2015990:1] ET CURRENT_EVENTS RedKit - Potential Payload Requested - /2Digit.html [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1045 -> 109.74.202.254:80
01/02-19:13:19.817529  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.98.10:1036 -> 239.255.255.250:1900
01/02-19:13:21.099803  [**] [1:2015928:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1063 -> 109.74.202.254:80
01/02-19:13:21.099803  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1063 -> 109.74.202.254:80
01/02-19:13:21.099803  [**] [1:2002945:10] ET POLICY Java Url Lib User Agent Web Crawl [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.98.10:1063 -> 109.74.202.254:80
01/02-19:13:21.099803  [**] [1:2015989:1] ET CURRENT_EVENTS RedKit - Potential Java Exploit Requested - 3 digit jar [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1063 -> 109.74.202.254:80
01/02-19:13:21.445368  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 109.74.202.254:80 -> 192.168.98.10:1063
01/02-19:13:21.445368  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1063
01/02-19:13:21.445368  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1063
01/02-19:13:21.445368  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1063
01/02-19:13:21.445368  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 109.74.202.254:80 -> 192.168.98.10:1063
01/02-19:13:28.455552  [**] [1:1201:7] ATTACK-RESPONSES 403 Forbidden [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 88.212.196.72:80 -> 192.168.98.10:1075
01/02-19:13:28.455552  [**] [1:2101201:11] GPL WEB_SERVER 403 Forbidden [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 88.212.196.72:80 -> 192.168.98.10:1075
01/02-19:13:29.292149  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 82.146.59.87:80 -> 192.168.98.10:1078
01/02-19:13:36.440267  [**] [1:2016663:1] ET CURRENT_EVENTS Karagany encrypted binary (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 67.205.14.41:80 -> 192.168.98.10:1089
01/02-19:13:39.973962  [**] [1:2016663:1] ET CURRENT_EVENTS Karagany encrypted binary (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 217.11.249.139:80 -> 192.168.98.10:1090
01/02-19:13:41.762757  [**] [1:2016663:1] ET CURRENT_EVENTS Karagany encrypted binary (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 217.11.249.139:80 -> 192.168.98.10:1092
01/02-19:13:43.949075  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1094 -> 173.201.198.128:80
01/02-19:13:43.949075  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1094 -> 173.201.198.128:80
01/02-19:13:43.949075  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.98.10:1094 -> 173.201.198.128:80
01/02-19:13:43.949075  [**] [1:2016870:10] ET POLICY Unsupported/Fake Internet Explorer Version MSIE 5. [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.98.10:1094 -> 173.201.198.128:80
01/02-19:13:43.949075  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1094 -> 173.201.198.128:80
01/02-19:13:45.002250  [**] [1:2014563:5] ET TROJAN Pony Downloader check-in response STATUS-IMPORT-OK [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 173.201.198.128:80 -> 192.168.98.10:1094
01/02-19:13:47.455417  [**] [1:2015861:5] ET TROJAN System Progressive Detection FakeAV (AMD) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1095 -> 103.4.225.41:80
01/02-19:13:48.423543  [**] [1:2012811:2] ET DNS DNS Query to a .tk domain - Likely Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.98.10:1053 -> 4.2.2.3:53
01/02-19:13:49.485471  [**] [1:2012811:2] ET DNS DNS Query to a .tk domain - Likely Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.98.10:1053 -> 4.2.2.3:53
01/02-19:13:49.598991  [**] [1:254:4] DNS SPOOF query response with TTL of 1 min. and no authority [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 4.2.2.3:53 -> 192.168.98.10:1053
01/02-19:13:49.721444  [**] [1:2015861:5] ET TROJAN System Progressive Detection FakeAV (AMD) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1096 -> 5.104.106.56:80
01/02-19:13:49.721444  [**] [1:2012810:8] ET POLICY HTTP Request to a *.tk domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.98.10:1096 -> 5.104.106.56:80
01/02-19:13:49.841963  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 5.104.106.56:80 -> 192.168.98.10:1096
01/02-19:13:49.841963  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 5.104.106.56:80 -> 192.168.98.10:1096
01/02-19:13:58.181111  [**] [1:2016189:1] ET TROJAN Midhos/Medfos downloader [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.98.10:1099 -> 78.140.131.158:80
11/07-15:25:02.721845  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
11/07-15:25:02.722868  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
11/07-15:25:20.906960  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.109.10:1035 -> 239.255.255.250:1900
11/07-15:25:24.142826  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.109.10:1035 -> 239.255.255.250:1900
11/07-15:25:27.345876  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.109.10:1035 -> 239.255.255.250:1900
11/07-15:25:28.164225  [**] [1:2016412:3] ET CURRENT_EVENTS TDS Vdele [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1042 -> 78.47.191.229:80
11/07-15:25:28.164573  [**] [1:2016412:3] ET CURRENT_EVENTS TDS Vdele [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1043 -> 78.47.191.229:80
11/07-15:25:28.401550  [**] [1:2014546:4] ET CURRENT_EVENTS TDS Sutra - HTTP header redirecting to a SutraTDS [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 78.47.191.229:80 -> 192.168.109.10:1043
11/07-15:25:28.591173  [**] [1:2014543:1] ET CURRENT_EVENTS TDS Sutra - request in.cgi [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.109.10:1044 -> 31.148.219.6:80
11/07-15:25:29.311779  [**] [1:2015681:1] ET CURRENT_EVENTS Unknown Java Exploit Kit with fast-flux like behavior hostile FQDN - Sep 05 2012 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1045 -> 208.131.138.9:80
11/07-15:25:45.481464  [**] [1:2015681:1] ET CURRENT_EVENTS Unknown Java Exploit Kit with fast-flux like behavior hostile FQDN - Sep 05 2012 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1045 -> 208.131.138.9:80
11/07-15:25:45.481464  [**] [1:2015872:5] ET CURRENT_EVENTS Blackhole request for Payload [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1045 -> 208.131.138.9:80
11/07-15:25:45.573138  [**] [1:2015804:3] ET CURRENT_EVENTS BlackHole 2 PDF Exploit [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 208.131.138.9:80 -> 192.168.109.10:1045
11/07-15:25:45.573138  [**] [1:2014154:3] ET CURRENT_EVENTS DRIVEBY PDF Containing Subform with JavaScript [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 208.131.138.9:80 -> 192.168.109.10:1045
11/07-15:25:45.576971  [**] [1:2015681:1] ET CURRENT_EVENTS Unknown Java Exploit Kit with fast-flux like behavior hostile FQDN - Sep 05 2012 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1046 -> 208.131.138.9:80
11/07-15:25:45.576971  [**] [1:2015872:5] ET CURRENT_EVENTS Blackhole request for Payload [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1046 -> 208.131.138.9:80
11/07-15:25:45.650469  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 208.131.138.9:80 -> 192.168.109.10:1046
11/07-15:25:45.650469  [**] [1:2014819:1] ET INFO Packed Executable Download [**] [Classification: Misc activity] [Priority: 3] {TCP} 208.131.138.9:80 -> 192.168.109.10:1046
11/07-15:25:45.650469  [**] [1:2014237:2] ET CURRENT_EVENTS DRIVEBY Blackhole - Payload Download - calc.exe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 208.131.138.9:80 -> 192.168.109.10:1046
11/07-15:25:45.650469  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 208.131.138.9:80 -> 192.168.109.10:1046
11/07-15:25:49.404272  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1047 -> 31.148.219.6:80
11/07-15:25:49.404272  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1047 -> 31.148.219.6:80
11/07-15:25:49.404272  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1047 -> 31.148.219.6:80
11/07-15:25:49.404272  [**] [1:2016870:10] ET POLICY Unsupported/Fake Internet Explorer Version MSIE 5. [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1047 -> 31.148.219.6:80
11/07-15:25:49.404272  [**] [1:2013934:5] ET TROJAN Win32.Fareit.A/Pony Downloader Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1047 -> 31.148.219.6:80
11/07-15:25:56.073647  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1049 -> 31.148.219.6:80
11/07-15:25:56.073647  [**] [1:2014411:7] ET TROJAN Fareit/Pony Downloader Checkin 2 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.109.10:1049 -> 31.148.219.6:80
11/07-15:25:56.073647  [**] [1:2007695:19] ET POLICY Windows 98 User-Agent Detected - Possible Malware or Non-Updated System [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1049 -> 31.148.219.6:80
11/07-15:25:56.073647  [**] [1:2016870:10] ET POLICY Unsupported/Fake Internet Explorer Version MSIE 5. [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.109.10:1049 -> 31.148.219.6:80
